,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
CHELSA,37,79,297,6464,177,-89,266,127,-19,127,-48,1022,104,66,16,304,199,304,219
worldclim,34,69,29,5779,157,-76,233,107,-34,107,-39,1266,161,68,29,450,213,450,223
