,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
CHELSA,96,77,295,6463,236,-27,263,185,39,185,11,1268,139,83,19,406,252,406,269
worldclim,87,78,30,6322,227,-28,255,166,16,166,5,1104,130,65,25,381,205,381,214
