,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
CHELSA,16,79,300,6383,155,-108,263,106,-40,106,-68,1151,124,73,17,361,220,361,241
worldclim,12,60,28,5386,122,-89,211,80,-52,80,-54,1496,182,90,24,512,281,512,293
