,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
CHELSA,-16,79,303,6265,121,-139,260,72,-96,72,-98,1514,185,97,24,542,293,542,302
worldclim,-10,52,27,5059,88,-103,191,53,-71,54,-71,1811,206,120,19,589,378,549,392
