,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
CHELSA,17,81,297,6558,162,-110,272,76,-69,109,-69,689,72,47,16,205,144,199,144
worldclim,13,64,28,5674,134,-91,225,67,-36,86,-56,1641,159,119,8,446,380,445,390
