,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
CHELSA,-9,78,299,6281,130,-130,259,6,74,79,-91,1707,166,123,7,479,389,413,413
worldclim,-16,53,26,5293,89,-113,202,51,0,52,-80,1997,199,143,11,580,455,535,472
