,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
CHELSA,31,79,297,6511,171,-96,268,122,-25,122,-55,861,113,50,31,333,152,333,172
worldclim,32,71,29,5802,156,-81,237,104,-36,104,-42,992,136,46,36,368,146,368,156
