,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
CHELSA,44,79,296,6490,184,-82,266,135,-13,135,-42,1010,103,65,16,301,197,301,219
worldclim,41,72,30,5872,167,-71,238,115,-27,115,-33,1227,157,64,30,439,201,439,211
