,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
CHELSA,99,77,294,6462,239,-24,263,189,15,189,14,1221,143,78,24,412,236,412,244
worldclim,90,78,30,6341,231,-25,256,170,20,170,8,1097,133,67,25,381,207,381,212
