,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
CHELSA,112,79,294,6541,256,-12,268,44,89,203,26,1044,99,75,10,295,225,248,270
worldclim,98,92,33,6505,251,-26,277,181,57,181,13,895,94,61,13,250,195,250,215
