,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
CHELSA,86,79,292,6646,229,-42,270,179,29,179,-2,753,81,48,18,238,144,238,157
worldclim,81,86,32,6424,222,-46,268,161,9,161,-4,1149,144,60,30,408,186,408,194
