,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
CHELSA,8,80,300,6416,151,-115,266,-58,-18,99,-76,1135,120,73,13,345,244,287,322
worldclim,2,61,27,5558,118,-101,219,73,15,73,-66,1840,173,137,8,490,425,490,468
