,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
CHELSA,90,80,289,6760,237,-38,275,60,5,185,1,456,47,31,12,131,101,116,104
worldclim,81,83,31,6357,223,-41,264,162,10,162,-1,1008,115,64,19,316,200,316,205
