,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
CHELSA,-2,79,300,6395,137,-127,265,88,-57,88,-86,1136,152,67,32,448,203,448,222
worldclim,0,57,27,5267,106,-98,204,65,-63,66,-64,1382,168,82,24,473,259,451,266
