,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
CHELSA,26,79,299,6421,166,-99,264,116,-30,116,-58,1066,111,68,17,325,204,325,223
worldclim,25,66,29,5617,143,-81,224,96,-41,96,-45,1337,168,75,27,470,233,470,245
